title                                                                                                                                                                                                                                             ,url                                                                                                                                                       ,time_published  ,authors                   ,summary                                                                                                                                                                                                                                                                                                          ,banner_image                                                                                                                                    ,source           ,category_within_source ,source_domain    ,topics                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,overall_sentiment_score ,overall_sentiment_label ,ticker_sentiment
"Musk Spends $130M - Tesla Gains $344B On Trump Election, Stock Market Focusing On Trump Appointments - Apple  ( NASDAQ:AAPL ) "                                                                                                                  ,https://www.benzinga.com/general/market-summary/24/11/41912193/musk-spends-130m-tesla-gains-344b-on-trump-election-stock-market-focusing-on-trump-appoint ,20241112T171415 ,['The Arora Report']      ,"To gain an edge, this is what you need to know today. Please click here for an enlarged chart of Tesla Inc TSLA. Trump appears to be picking China hawks. As a result, stocks in Hong Kong fell 2.8%. Trump appears to be picking Iran hawks who are very pro-Israel."                                          ,https://thearorareport.com/wp-content/uploads/2024/11/2024-11-12_08h12_50.png                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999491'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                  ,0.250715                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.19987', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.19987', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.158519', 'ticker_sentiment_score': '-0.081101', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.053153', 'ticker_sentiment_score': '0.099415', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.10607', 'ticker_sentiment_score': '-0.217386', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
"The Election, the Fed, and What's Next"                                                                                                                                                                                                          ,https://www.fool.com/investing/2024/11/12/the-election-the-fed-and-whats-next/                                                                            ,20241112T164400 ,['Motley Fool Staff']     ,"The market appreciates certainty. it got a clear read on the next U.S. presidential administration and the near-term interest rate outlook. We break it all down, and give you a little reset from all the big-picture talk."                                                                                   ,https://g.foolcdn.com/editorial/images/797380/mfm_08.jpg                                                                                        ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.310843'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.972193'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999767'}, {'topic': 'Earnings', 'relevance_score': '1.0'}]"                                                   ,0.189434                ,Somewhat-Bullish        ,"[{'ticker': 'NFLX', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.091114', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.046746', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROKU', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.091114', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WEN', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.067727', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.026163', 'ticker_sentiment_score': '0.131947', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.091114', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TTD', 'relevance_score': '0.0327', 'ticker_sentiment_score': '0.079596', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.026163', 'ticker_sentiment_score': '0.092256', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABNB', 'relevance_score': '0.039235', 'ticker_sentiment_score': '0.016759', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SIRI', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.211499', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ACN', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.067727', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBER', 'relevance_score': '0.013083', 'ticker_sentiment_score': '0.115235', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AFRM', 'relevance_score': '0.013083', 'ticker_sentiment_score': '0.135681', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.091114', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.064505', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.006542', 'ticker_sentiment_score': '0.064121', 'ticker_sentiment_label': 'Neutral'}]"
"Market Clubhouse Morning Memo - November 12th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) "                                                            ,https://www.benzinga.com/markets/24/11/41908789/market-clubhouse-morning-memo-november-12th-2024-trade-strategy-for-spy-qqq-aapl-msft-nvda-googl-met      ,20241112T155522 ,['RIPS']                  ,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA. Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account price, volume, and options flow."              ,https://cdn.benzinga.com/files/market-clubhouse-morning-memo_324.png?width=1200&height=800&fit=crop                                             ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.623304'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                 ,0.084996                ,Neutral                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.115094', 'ticker_sentiment_score': '-0.012829', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.028868', 'ticker_sentiment_score': '0.073947', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.115094', 'ticker_sentiment_score': '0.185474', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.171892', 'ticker_sentiment_score': '0.061749', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.143586', 'ticker_sentiment_score': '-0.024648', 'ticker_sentiment_label': 'Neutral'}]"
3 Top Tech Stocks That Could Make You a Millionaire                                                                                                                                                                                               ,https://www.fool.com/investing/2024/11/12/3-top-tech-stocks-that-may-make-you-a-millionaire/                                                              ,20241112T124700 ,['Leo Sun']               ,"AppLovin, Opera, and Datadog deserve more attention from retail investors."                                                                                                                                                                                                                                     ,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F797304%2Fcoins-flying-into-a-piggy-bank.jpg&op=resize&w=700 ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.999996'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"                                                                                                                                                                          ,0.25381                 ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.047559', 'ticker_sentiment_score': '0.124909', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'APP', 'relevance_score': '0.18856', 'ticker_sentiment_score': '0.017236', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.047559', 'ticker_sentiment_score': '0.124909', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.047559', 'ticker_sentiment_score': '0.159581', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.047559', 'ticker_sentiment_score': '0.124909', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OPRA', 'relevance_score': '0.234458', 'ticker_sentiment_score': '0.158618', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DDOG', 'relevance_score': '0.279547', 'ticker_sentiment_score': '0.202819', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Money Flows Out Of Gold Into Bitcoin, Next Bitcoin Stop $100,000, Aggressive Buying In Tesla - Apple  ( NASDAQ:AAPL ) "                                                                                                                          ,https://www.benzinga.com/markets/cryptocurrency/24/11/41883612/money-flows-out-of-gold-into-bitcoin-next-bitcoin-stop-100-000-aggressive-buying-in-tesla  ,20241111T164649 ,['The Arora Report']      ,"To gain an edge, this is what you need to know today. Please click here for an enlarged chart of Bitcoin BTC/USD. The Arora Report's call on bitcoin has proven spot on. On Friday, we wrote: Bitcoin ( BTC.USD ) is being bought on hope that whales will take advantage of low liquidity during the ..."      ,https://thearorareport.com/wp-content/uploads/2024/11/2024-11-11_08h27_15.png                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999346'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                  ,0.214791                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.06515', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.06515', 'ticker_sentiment_score': '0.153276', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.06515', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.06515', 'ticker_sentiment_score': '0.153276', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.06515', 'ticker_sentiment_score': '-0.270896', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.193723', 'ticker_sentiment_score': '0.140914', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.032602', 'ticker_sentiment_score': '0.340711', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:JPY', 'relevance_score': '0.06515', 'ticker_sentiment_score': '-0.177865', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'FOREX:CNY', 'relevance_score': '0.032602', 'ticker_sentiment_score': '-0.111669', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.538084', 'ticker_sentiment_score': '0.309666', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:DOGE', 'relevance_score': '0.032602', 'ticker_sentiment_score': '0.136883', 'ticker_sentiment_label': 'Neutral'}]"
"Market Clubhouse Morning Memo - November 11th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) "                                                                    ,https://www.benzinga.com/trading-ideas/24/11/41879709/market-clubhouse-morning-memo-november-11th-2024-trade-strategy-for-spy-qqq-aapl-msft-nvda-googl-me ,20241111T144745 ,['RIPS']                  ,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA. Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account price, volume, and options flow."              ,https://cdn.benzinga.com/files/market-clubhouse-morning-memo_323.png?width=1200&height=800&fit=crop                                             ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999365'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                 ,0.170606                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.161062', 'ticker_sentiment_score': '0.068308', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.032425', 'ticker_sentiment_score': '0.075132', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.161062', 'ticker_sentiment_score': '0.10324', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.097062', 'ticker_sentiment_score': '0.157494', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.161062', 'ticker_sentiment_score': '0.035545', 'ticker_sentiment_label': 'Neutral'}]"
2 Cheap Tech Stocks to Buy Right Now                                                                                                                                                                                                              ,https://www.fool.com/investing/2024/11/11/cheap-tech-stocks-to-buy-right-now/                                                                             ,20241111T130000 ,['Chris Neiger']          ,Discovering cheap tech stocks can feel like finding a needle in a haystack. But these two are worth buying.                                                                                                                                                                                                      ,https://g.foolcdn.com/editorial/images/796948/gettyimages-2148805157.jpg                                                                        ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Earnings', 'relevance_score': '0.996718'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}]"                                                                                                                                                                                                                                                                                                                                                 ,0.272772                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.059049', 'ticker_sentiment_score': '-0.013149', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.232996', 'ticker_sentiment_score': '0.012618', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.395903', 'ticker_sentiment_score': '0.389426', 'ticker_sentiment_label': 'Bullish'}]"
"1 ""Magnificent Seven"" Stock That's a Screaming Bargain Right Now"                                                                                                                                                                              ,https://www.fool.com/investing/2024/11/11/1-magnificent-seven-stock-thats-a-screaming-bargai/                                                             ,20241111T114500 ,['Keithen Drury']         ,"Most of the ""Magnificent Seven"" stocks are quite expensive."                                                                                                                                                                                                                                                  ,https://media.ycharts.com/charts/030febddc9b0621f661de76946ac3e0c.png                                                                           ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Earnings', 'relevance_score': '0.99737'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                       ,0.351852                ,Bullish                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.113866', 'ticker_sentiment_score': '0.162311', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.383765', 'ticker_sentiment_score': '0.347287', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.113866', 'ticker_sentiment_score': '0.152238', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.057079', 'ticker_sentiment_score': '0.1432', 'ticker_sentiment_label': 'Neutral'}]"
Warren Buffett Cuts His Stake in Apple  ( Again )                                                                                                                                                                                                 ,https://www.fool.com/investing/2024/11/10/warren-buffett-cuts-his-stake-in-apple-again/                                                                   ,20241110T140500 ,['Brett Schafer']         ,Should you follow the Oracle of Omaha?                                                                                                                                                                                                                                                                           ,https://media.ycharts.com/charts/29d9e5bffad61d93bf2f0d5d11bd2635.png                                                                           ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Earnings', 'relevance_score': '0.999491'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                                 ,0.050468                ,Neutral                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.053035', 'ticker_sentiment_score': '0.153959', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.158173', 'ticker_sentiment_score': '-0.111543', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.712808', 'ticker_sentiment_score': '0.123267', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.105836', 'ticker_sentiment_score': '0.112766', 'ticker_sentiment_label': 'Neutral'}]"
"Apple Bridges iOS-Android Messaging Gap: RCS Reactions Finally Displayed Correctly On iPhones - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) "                                                                                             ,https://www.benzinga.com/tech/24/11/41864008/apple-bridges-ios-android-messaging-gap-rcs-reactions-finally-displayed-correctly-on-iphones                 ,20241109T080833 ,['Ananya Gairola']        ,"Apple Inc. AAPL has updated its messaging system to accurately display Android user reactions on iOS, marking a major step forward in iPhone-Android messaging. What Happened: Apple has addressed the long-standing issue of Android, the operating system by Alphabet Inc.'s GOOG GOOGL Google, ..."          ,https://cdn.benzinga.com/files/images/story/2024/11/09/Apple-iMessage-Green-Bubbles.jpeg?width=1200&height=800&fit=crop                         ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '1.0'}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.082913                ,Neutral                 ,"[{'ticker': 'GOOG', 'relevance_score': '0.281153', 'ticker_sentiment_score': '-0.176082', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.599092', 'ticker_sentiment_score': '0.126462', 'ticker_sentiment_label': 'Neutral'}]"
"Scale In On Trump Hopium Dips - Watch Nvidia As An Indicator, Big China Stimulus - Apple  ( NASDAQ:AAPL ) "                                                                                                                                      ,https://www.benzinga.com/general/politics/24/11/41857037/scale-in-on-trump-hopium-dips-watch-nvidia-as-an-indicator-big-china-stimulus                    ,20241108T205706 ,['The Arora Report']      ,"To gain an edge, this is what you need to know today. Please click here for an enlarged chart of NVIDIA Corp NVDA. Wall Street was not positioned for the margin of Trump's victory. Wall Street was not positioned for a potential red sweep."                                                                 ,https://thearorareport.com/wp-content/uploads/2024/11/2024-11-08_08h12_07.png                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.998663'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                  ,0.230086                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.103331', 'ticker_sentiment_score': '-0.161363', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.103331', 'ticker_sentiment_score': '-0.161363', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'META', 'relevance_score': '0.103331', 'ticker_sentiment_score': '-0.161363', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.154455', 'ticker_sentiment_score': '-0.052379', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.103331', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.103331', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.051774', 'ticker_sentiment_score': '0.099305', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.103331', 'ticker_sentiment_score': '0.111082', 'ticker_sentiment_label': 'Neutral'}]"
"Podcast Market in Europe to Grow by USD 2.21 Billion from 2024-2028, as Smartphone Penetration and Internet Access Rise with AI Driving Market Transformation - Technavio"                                                                       ,https://www.benzinga.com/pressreleases/24/11/n41855863/podcast-market-in-europe-to-grow-by-usd-2-21-billion-from-2024-2028-as-smartphone-penetration-and- ,20241108T195000 ,['PRNewswire']            ,"NEW YORK, Nov. 8, 2024 /PRNewswire/ -- Report with the AI impact on market trends - The podcast market in Europe size is estimated to grow by USD 2.21 billion from 2024-2028, according to Technavio. The market is estimated to grow at a CAGR of over 36.5% during the forecast period."                     ,https://mma.prnewswire.com/media/2551560/IRTNTR70578_bw_info_v4_Technavio.jpg                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.451494'}]"                                                                                                                                                                                                                                                                                         ,0.408744                ,Bullish                 ,"[{'ticker': 'SSNLF', 'relevance_score': '0.02493', 'ticker_sentiment_score': '0.248759', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.03475', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.03475', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IHRT', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.03475', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.074692', 'ticker_sentiment_score': '0.159944', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SIRI', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.03475', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SONO', 'relevance_score': '0.02493', 'ticker_sentiment_score': '0.248759', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SQ', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.03475', 'ticker_sentiment_label': 'Neutral'}]"
DBX Tops Q3 Earnings: Can a Raised Margin View Push the Stock Higher?                                                                                                                                                                             ,https://www.zacks.com/stock/news/2367718/dbx-tops-q3-earnings-can-a-raised-margin-view-push-the-stock-higher                                              ,20241108T173400 ,['Zacks Equity Research'] ,Dropbox's third-quarter 2024 results benefit from an increase in average revenue per paying user.                                                                                                                                                                                                                ,https://staticx-tuner.zacks.com/images/articles/main/fc/854.jpg                                                                                 ,Zacks Commentary ,n/a                    ,www.zacks.com    ,"[{'topic': 'Earnings', 'relevance_score': '0.999355'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}]"                                                                                                                                                                                                                                                                                                                                                 ,0.186324                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.059049', 'ticker_sentiment_score': '0.246061', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.059049', 'ticker_sentiment_score': '0.246061', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.175859', 'ticker_sentiment_score': '0.309709', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DBX', 'relevance_score': '0.817578', 'ticker_sentiment_score': '0.360319', 'ticker_sentiment_label': 'Bullish'}]"
Investors Like Certainty. Trump's Win Gave Them Some.                                                                                                                                                                                             ,https://www.fool.com/investing/2024/11/08/investors-like-certainty-trumps-win-gave-them-some/                                                             ,20241108T161200 ,['Motley Fool Staff']     ,"We're also talking about Super Micro, Nvidia, and weight loss."                                                                                                                                                                                                                                                 ,https://g.foolcdn.com/editorial/images/797019/mfm_06.jpg                                                                                        ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.998682'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.988787'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]"                                                      ,0.123213                ,Neutral                 ,"[{'ticker': 'GOOG', 'relevance_score': '0.010238', 'ticker_sentiment_score': '0.058789', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.152628', 'ticker_sentiment_score': '0.08558', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.030707', 'ticker_sentiment_score': '0.0422', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HON', 'relevance_score': '0.010238', 'ticker_sentiment_score': '0.021327', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.061368', 'ticker_sentiment_score': '0.039156', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SMCI', 'relevance_score': '0.010238', 'ticker_sentiment_score': '-0.078472', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMGN', 'relevance_score': '0.010238', 'ticker_sentiment_score': '0.021327', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COIN', 'relevance_score': '0.010238', 'ticker_sentiment_score': '0.066853', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UNH', 'relevance_score': '0.020474', 'ticker_sentiment_score': '0.025734', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.010238', 'ticker_sentiment_score': '0.066853', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'T', 'relevance_score': '0.020474', 'ticker_sentiment_score': '0.054949', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'INTC', 'relevance_score': '0.051155', 'ticker_sentiment_score': '0.064759', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.020474', 'ticker_sentiment_score': '0.060282', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.051155', 'ticker_sentiment_score': '0.024997', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.010238', 'ticker_sentiment_score': '0.021327', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.010238', 'ticker_sentiment_score': '0.194847', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
